Scheme Code,ISIN,Ticker,Company,Sector,Market Cap,Weight %
MOTILAL_MULTI,INE262H01013,PERSISTENT,Persistent Systems Ltd,Information Technology,Mid Cap,4.2
MOTILAL_MULTI,INE935N01020,DIXON,Dixon Technologies (India) Ltd,Consumer Durables,Mid Cap,3.9
MOTILAL_MULTI,INE849A01020,TRENT,Trent Ltd,Consumer Services / Retail,Mid Cap,3.6
MOTILAL_MULTI,INE04I401011,KPITTECH,KPIT Technologies Ltd,Information Technology,Small Cap,3.3
MOTILAL_MULTI,INE009A01021,INFY,Infosys Ltd,Information Technology,Large Cap,3.0
MOTILAL_MULTI,INE040A01034,HDFCBANK,HDFC Bank Ltd,Financial Services,Large Cap,6.8
MOTILAL_MULTI,INE090A01021,ICICIBANK,ICICI Bank Ltd,Financial Services,Large Cap,6.1
MOTILAL_MULTI,INE467B01029,TCS,Tata Consultancy Services Ltd,Information Technology,Large Cap,2.8
MOTILAL_MULTI,INE002A01018,RELIANCE,Reliance Industries Ltd,Energy / Oil & Gas,Large Cap,4.2
MOTILAL_MULTI,INE027H01010,MAXHEALTH,Max Healthcare Institute Ltd,Healthcare,Mid Cap,2.6
MOTILAL_MULTI,INE918Z01012,KAYNES,Kaynes Technology India Ltd,Capital Goods / Electronics,Small Cap,2.4
MOTILAL_MULTI,INE397D01024,BHARTIARTL,Bharti Airtel Ltd,Telecommunication,Large Cap,2.2
MOTILAL_MULTI,INE296A01024,BAJFINANCE,Bajaj Finance Ltd,Financial Services,Large Cap,2.0
QUANT_FLEXICAP,INE455K01017,POLYCAB,Polycab India Ltd,Capital Goods,Mid Cap,5.8
QUANT_FLEXICAP,INE591G01017,COFORGE,Coforge Ltd,Information Technology,Mid Cap,5.4
QUANT_FLEXICAP,INE918Z01012,KAYNES,Kaynes Technology India Ltd,Capital Goods / Electronics,Small Cap,5.0
QUANT_FLEXICAP,INE935N01020,DIXON,Dixon Technologies (India) Ltd,Consumer Durables,Mid Cap,4.7
QUANT_FLEXICAP,INE262H01013,PERSISTENT,Persistent Systems Ltd,Information Technology,Mid Cap,4.4
QUANT_FLEXICAP,INE04I401011,KPITTECH,KPIT Technologies Ltd,Information Technology,Small Cap,4.0
QUANT_FLEXICAP,INE002A01018,RELIANCE,Reliance Industries Ltd,Energy / Oil & Gas,Large Cap,6.5
QUANT_FLEXICAP,INE040A01034,HDFCBANK,HDFC Bank Ltd,Financial Services,Large Cap,7.2
QUANT_FLEXICAP,INE090A01021,ICICIBANK,ICICI Bank Ltd,Financial Services,Large Cap,6.4
QUANT_FLEXICAP,INE849A01020,TRENT,Trent Ltd,Consumer Services / Retail,Mid Cap,3.7
QUANT_FLEXICAP,INE009A01021,INFY,Infosys Ltd,Information Technology,Large Cap,3.4
QUANT_FLEXICAP,INE467B01029,TCS,Tata Consultancy Services Ltd,Information Technology,Large Cap,3.1
QUANT_FLEXICAP,INE027H01010,MAXHEALTH,Max Healthcare Institute Ltd,Healthcare,Mid Cap,2.8
QUANT_FLEXICAP,INE018A01030,LT,Larsen & Toubro Ltd,Capital Goods,Large Cap,2.5
QUANT_FLEXICAP,INE397D01024,BHARTIARTL,Bharti Airtel Ltd,Telecommunication,Large Cap,2.2
FRANKLIN_FLEXICAP,INE040A01034,HDFCBANK,HDFC Bank Ltd,Financial Services,Large Cap,8.4
FRANKLIN_FLEXICAP,INE090A01021,ICICIBANK,ICICI Bank Ltd,Financial Services,Large Cap,7.6
FRANKLIN_FLEXICAP,INE002A01018,RELIANCE,Reliance Industries Ltd,Energy / Oil & Gas,Large Cap,7.0
FRANKLIN_FLEXICAP,INE009A01021,INFY,Infosys Ltd,Information Technology,Large Cap,5.8
FRANKLIN_FLEXICAP,INE467B01029,TCS,Tata Consultancy Services Ltd,Information Technology,Large Cap,4.4
FRANKLIN_FLEXICAP,INE018A01030,LT,Larsen & Toubro Ltd,Capital Goods,Large Cap,4.0
FRANKLIN_FLEXICAP,INE154A01025,ITC,ITC Ltd,Fast Moving Consumer Goods,Large Cap,3.6
FRANKLIN_FLEXICAP,INE397D01024,BHARTIARTL,Bharti Airtel Ltd,Telecommunication,Large Cap,3.4
FRANKLIN_FLEXICAP,INE238A01034,AXISBANK,Axis Bank Ltd,Financial Services,Large Cap,3.1
FRANKLIN_FLEXICAP,INE296A01024,BAJFINANCE,Bajaj Finance Ltd,Financial Services,Large Cap,2.9
FRANKLIN_FLEXICAP,INE062A01020,SBIN,State Bank of India,Financial Services,Large Cap,2.7
FRANKLIN_FLEXICAP,INE455K01017,POLYCAB,Polycab India Ltd,Capital Goods,Mid Cap,2.4
FRANKLIN_FLEXICAP,INE280A01028,TITAN,Titan Company Ltd,Consumer Durables,Large Cap,2.2
FRANKLIN_FLEXICAP,INE237A01028,KOTAKBANK,Kotak Mahindra Bank Ltd,Financial Services,Large Cap,2.5
FRANKLIN_FLEXICAP,INE044A01036,SUNPHARMA,Sun Pharmaceutical Industries Ltd,Healthcare,Large Cap,1.9
AXIS_ELSS,INE009A01021,INFY,Infosys Ltd,Information Technology,Large Cap,8.5
AXIS_ELSS,INE040A01034,HDFCBANK,HDFC Bank Ltd,Financial Services,Large Cap,8.0
AXIS_ELSS,INE090A01021,ICICIBANK,ICICI Bank Ltd,Financial Services,Large Cap,7.2
AXIS_ELSS,INE467B01029,TCS,Tata Consultancy Services Ltd,Information Technology,Large Cap,5.9
AXIS_ELSS,INE397D01024,BHARTIARTL,Bharti Airtel Ltd,Telecommunication,Large Cap,4.6
AXIS_ELSS,INE280A01028,TITAN,Titan Company Ltd,Consumer Durables,Large Cap,4.2
AXIS_ELSS,INE296A01024,BAJFINANCE,Bajaj Finance Ltd,Financial Services,Large Cap,3.8
AXIS_ELSS,INE238A01034,AXISBANK,Axis Bank Ltd,Financial Services,Large Cap,3.4
AXIS_ELSS,INE237A01028,KOTAKBANK,Kotak Mahindra Bank Ltd,Financial Services,Large Cap,3.1
AXIS_ELSS,INE089A01023,DRREDDY,Dr. Reddy's Laboratories Ltd,Healthcare,Large Cap,2.8
AXIS_ELSS,INE437A01024,APOLLOHOSP,Apollo Hospitals Enterprise Ltd,Healthcare,Large Cap,2.5
AXIS_ELSS,INE018A01030,LT,Larsen & Toubro Ltd,Capital Goods,Large Cap,3.5
AXIS_ELSS,INE591G01017,COFORGE,Coforge Ltd,Information Technology,Mid Cap,2.2
AXIS_ELSS,INE262H01013,PERSISTENT,Persistent Systems Ltd,Information Technology,Mid Cap,2.0
AXIS_ELSS,INE021A01026,ASIANPAINT,Asian Paints Ltd,Consumer Durables,Large Cap,1.8
MIRAE_ELSS,INE040A01034,HDFCBANK,HDFC Bank Ltd,Financial Services,Large Cap,9.2
MIRAE_ELSS,INE090A01021,ICICIBANK,ICICI Bank Ltd,Financial Services,Large Cap,8.4
MIRAE_ELSS,INE002A01018,RELIANCE,Reliance Industries Ltd,Energy / Oil & Gas,Large Cap,7.8
MIRAE_ELSS,INE009A01021,INFY,Infosys Ltd,Information Technology,Large Cap,6.4
MIRAE_ELSS,INE467B01029,TCS,Tata Consultancy Services Ltd,Information Technology,Large Cap,4.8
MIRAE_ELSS,INE397D01024,BHARTIARTL,Bharti Airtel Ltd,Telecommunication,Large Cap,4.2
MIRAE_ELSS,INE238A01034,AXISBANK,Axis Bank Ltd,Financial Services,Large Cap,3.8
MIRAE_ELSS,INE296A01024,BAJFINANCE,Bajaj Finance Ltd,Financial Services,Large Cap,3.4
MIRAE_ELSS,INE018A01030,LT,Larsen & Toubro Ltd,Capital Goods,Large Cap,3.1
MIRAE_ELSS,INE237A01028,KOTAKBANK,Kotak Mahindra Bank Ltd,Financial Services,Large Cap,2.9
MIRAE_ELSS,INE062A01020,SBIN,State Bank of India,Financial Services,Large Cap,2.7
MIRAE_ELSS,INE044A01036,SUNPHARMA,Sun Pharmaceutical Industries Ltd,Healthcare,Large Cap,2.5
MIRAE_ELSS,INE280A01028,TITAN,Titan Company Ltd,Consumer Durables,Large Cap,2.3
MIRAE_ELSS,INE155A01022,TATAMOTORS,Tata Motors Ltd,Automobile,Large Cap,2.1
MIRAE_ELSS,INE455K01017,POLYCAB,Polycab India Ltd,Capital Goods,Mid Cap,1.9
SBI_LONGTERM,INE002A01018,RELIANCE,Reliance Industries Ltd,Energy / Oil & Gas,Large Cap,8.0
SBI_LONGTERM,INE040A01034,HDFCBANK,HDFC Bank Ltd,Financial Services,Large Cap,7.6
SBI_LONGTERM,INE090A01021,ICICIBANK,ICICI Bank Ltd,Financial Services,Large Cap,6.8
SBI_LONGTERM,INE009A01021,INFY,Infosys Ltd,Information Technology,Large Cap,5.2
SBI_LONGTERM,INE154A01025,ITC,ITC Ltd,Fast Moving Consumer Goods,Large Cap,4.4
SBI_LONGTERM,INE018A01030,LT,Larsen & Toubro Ltd,Capital Goods,Large Cap,4.0
SBI_LONGTERM,INE397D01024,BHARTIARTL,Bharti Airtel Ltd,Telecommunication,Large Cap,3.8
SBI_LONGTERM,INE062A01020,SBIN,State Bank of India,Financial Services,Large Cap,3.5
SBI_LONGTERM,INE467B01029,TCS,Tata Consultancy Services Ltd,Information Technology,Large Cap,3.2
SBI_LONGTERM,INE522F01014,COALINDIA,Coal India Ltd,Metals & Mining,Large Cap,2.8
SBI_LONGTERM,INE238A01034,AXISBANK,Axis Bank Ltd,Financial Services,Large Cap,2.6
SBI_LONGTERM,INE455K01017,POLYCAB,Polycab India Ltd,Capital Goods,Mid Cap,2.3
SBI_LONGTERM,INE733E01010,NTPC,NTPC Ltd,Power / Utilities,Large Cap,2.5
SBI_LONGTERM,INE296A01024,BAJFINANCE,Bajaj Finance Ltd,Financial Services,Large Cap,2.1
SBI_LONGTERM,INE155A01022,TATAMOTORS,Tata Motors Ltd,Automobile,Large Cap,1.9
HDFC_TAXSAVER,INE040A01034,HDFCBANK,HDFC Bank Ltd,Financial Services,Large Cap,8.8
HDFC_TAXSAVER,INE090A01021,ICICIBANK,ICICI Bank Ltd,Financial Services,Large Cap,7.9
HDFC_TAXSAVER,INE002A01018,RELIANCE,Reliance Industries Ltd,Energy / Oil & Gas,Large Cap,7.2
HDFC_TAXSAVER,INE009A01021,INFY,Infosys Ltd,Information Technology,Large Cap,5.6
HDFC_TAXSAVER,INE018A01030,LT,Larsen & Toubro Ltd,Capital Goods,Large Cap,4.4
HDFC_TAXSAVER,INE154A01025,ITC,ITC Ltd,Fast Moving Consumer Goods,Large Cap,3.9
HDFC_TAXSAVER,INE467B01029,TCS,Tata Consultancy Services Ltd,Information Technology,Large Cap,3.5
HDFC_TAXSAVER,INE397D01024,BHARTIARTL,Bharti Airtel Ltd,Telecommunication,Large Cap,3.6
HDFC_TAXSAVER,INE062A01020,SBIN,State Bank of India,Financial Services,Large Cap,3.3
HDFC_TAXSAVER,INE296A01024,BAJFINANCE,Bajaj Finance Ltd,Financial Services,Large Cap,3.0
HDFC_TAXSAVER,INE238A01034,AXISBANK,Axis Bank Ltd,Financial Services,Large Cap,2.8
HDFC_TAXSAVER,INE455K01017,POLYCAB,Polycab India Ltd,Capital Goods,Mid Cap,2.5
HDFC_TAXSAVER,INE849A01020,TRENT,Trent Ltd,Consumer Services / Retail,Mid Cap,2.3
HDFC_TAXSAVER,INE027H01010,MAXHEALTH,Max Healthcare Institute Ltd,Healthcare,Mid Cap,2.1
HDFC_TAXSAVER,INE591G01017,COFORGE,Coforge Ltd,Information Technology,Mid Cap,1.9
QUANT_ELSS,INE455K01017,POLYCAB,Polycab India Ltd,Capital Goods,Mid Cap,5.6
QUANT_ELSS,INE591G01017,COFORGE,Coforge Ltd,Information Technology,Mid Cap,5.2
QUANT_ELSS,INE918Z01012,KAYNES,Kaynes Technology India Ltd,Capital Goods / Electronics,Small Cap,4.8
QUANT_ELSS,INE262H01013,PERSISTENT,Persistent Systems Ltd,Information Technology,Mid Cap,4.5
QUANT_ELSS,INE040A01034,HDFCBANK,HDFC Bank Ltd,Financial Services,Large Cap,7.4
QUANT_ELSS,INE090A01021,ICICIBANK,ICICI Bank Ltd,Financial Services,Large Cap,6.6
QUANT_ELSS,INE002A01018,RELIANCE,Reliance Industries Ltd,Energy / Oil & Gas,Large Cap,6.2
QUANT_ELSS,INE009A01021,INFY,Infosys Ltd,Information Technology,Large Cap,4.2
QUANT_ELSS,INE467B01029,TCS,Tata Consultancy Services Ltd,Information Technology,Large Cap,3.8
QUANT_ELSS,INE935N01020,DIXON,Dixon Technologies (India) Ltd,Consumer Durables,Mid Cap,3.5
QUANT_ELSS,INE849A01020,TRENT,Trent Ltd,Consumer Services / Retail,Mid Cap,3.2
QUANT_ELSS,INE04I401011,KPITTECH,KPIT Technologies Ltd,Information Technology,Small Cap,2.9
QUANT_ELSS,INE397D01024,BHARTIARTL,Bharti Airtel Ltd,Telecommunication,Large Cap,2.6
QUANT_ELSS,INE027H01010,MAXHEALTH,Max Healthcare Institute Ltd,Healthcare,Mid Cap,2.4
QUANT_ELSS,INE018A01030,LT,Larsen & Toubro Ltd,Capital Goods,Large Cap,2.1
ICICIPRU_TECH,INE009A01021,INFY,Infosys Ltd,Information Technology,Large Cap,14.2
ICICIPRU_TECH,INE467B01029,TCS,Tata Consultancy Services Ltd,Information Technology,Large Cap,12.8
ICICIPRU_TECH,INE860A01027,HCLTECH,HCL Technologies Ltd,Information Technology,Large Cap,10.4
ICICIPRU_TECH,INE075A01022,WIPRO,Wipro Ltd,Information Technology,Large Cap,8.6
ICICIPRU_TECH,INE669C01036,TECHM,Tech Mahindra Ltd,Information Technology,Large Cap,7.2
ICICIPRU_TECH,INE262H01013,PERSISTENT,Persistent Systems Ltd,Information Technology,Mid Cap,6.4
ICICIPRU_TECH,INE591G01017,COFORGE,Coforge Ltd,Information Technology,Mid Cap,1.8
ICICIPRU_TECH,INE356A01018,MPHASIS,Mphasis Ltd,Information Technology,Mid Cap,5.2
ICICIPRU_TECH,INE04I401011,KPITTECH,KPIT Technologies Ltd,Information Technology,Small Cap,4.6
ICICIPRU_TECH,INE136B01020,CYIENT,Cyient Ltd,Information Technology,Small Cap,3.8
ICICIPRU_TECH,INE214T01019,LTIM,LTIMindtree Ltd,Information Technology,Mid Cap,4.4
ICICIPRU_TECH,INE0JR201011,LATENTVIEW,LatentView Analytics Ltd,Information Technology,Small Cap,2.8
ICICIPRU_TECH,INE935N01020,DIXON,Dixon Technologies (India) Ltd,Consumer Durables,Mid Cap,2.4
ICICIPRU_TECH,INE918Z01012,KAYNES,Kaynes Technology India Ltd,Capital Goods / Electronics,Small Cap,2.0
SBI_PHARMA,INE044A01036,SUNPHARMA,Sun Pharmaceutical Industries Ltd,Healthcare,Large Cap,18.2
SBI_PHARMA,INE059A01026,CIPLA,Cipla Ltd,Healthcare,Large Cap,1.4
SBI_PHARMA,INE089A01023,DRREDDY,Dr. Reddy's Laboratories Ltd,Healthcare,Large Cap,10.8
SBI_PHARMA,INE361B01024,DIVISLAB,Divi's Laboratories Ltd,Healthcare,Large Cap,9.2
SBI_PHARMA,INE326A01037,LUPIN,Lupin Ltd,Healthcare,Mid Cap,8.4
SBI_PHARMA,INE406A01037,AUROPHARMA,Aurobindo Pharma Ltd,Healthcare,Mid Cap,7.6
SBI_PHARMA,INE685A01028,TORNTPHARM,Torrent Pharmaceuticals Ltd,Healthcare,Mid Cap,6.8
SBI_PHARMA,INE437A01024,APOLLOHOSP,Apollo Hospitals Enterprise Ltd,Healthcare,Large Cap,5.2
SBI_PHARMA,INE027H01010,MAXHEALTH,Max Healthcare Institute Ltd,Healthcare,Mid Cap,4.8
SBI_PHARMA,INE061F01013,FORTIS,Fortis Healthcare Ltd,Healthcare,Mid Cap,4.2
SBI_PHARMA,INE406M01024,ERIS,Eris Lifesciences Ltd,Healthcare,Small Cap,3.6
SBI_PHARMA,INE068V01023,GLAND,Gland Pharma Ltd,Healthcare,Small Cap,3.0
SBI_PHARMA,INE572A01028,JBCHEPHARM,J.B. Chemicals & Pharmaceuticals Ltd,Healthcare,Small Cap,2.4
SBI_PHARMA,INE474S01017,MEDANTA,Global Health Ltd (Medanta),Healthcare,Small Cap,2.0
NIPPON_BANKING,INE040A01034,HDFCBANK,HDFC Bank Ltd,Financial Services,Large Cap,22.4
NIPPON_BANKING,INE090A01021,ICICIBANK,ICICI Bank Ltd,Financial Services,Large Cap,18.8
NIPPON_BANKING,INE238A01034,AXISBANK,Axis Bank Ltd,Financial Services,Large Cap,12.2
NIPPON_BANKING,INE062A01020,SBIN,State Bank of India,Financial Services,Large Cap,10.6
NIPPON_BANKING,INE237A01028,KOTAKBANK,Kotak Mahindra Bank Ltd,Financial Services,Large Cap,9.4
NIPPON_BANKING,INE296A01024,BAJFINANCE,Bajaj Finance Ltd,Financial Services,Large Cap,7.8
NIPPON_BANKING,INE095A01012,INDUSINDBK,IndusInd Bank Ltd,Financial Services,Large Cap,5.2
NIPPON_BANKING,INE171A01029,FEDERALBNK,Federal Bank Ltd,Financial Services,Mid Cap,4.4
NIPPON_BANKING,INE092T01019,IDFCFIRSTB,IDFC First Bank Ltd,Financial Services,Mid Cap,3.6
NIPPON_BANKING,INE036D01028,KARURVYSYA,Karur Vysya Bank Ltd,Financial Services,Small Cap,2.8
NIPPON_BANKING,INE414G01012,MUTHOOTFIN,Muthoot Finance Ltd,Financial Services,Mid Cap,2.4
NIPPON_BANKING,INE121A01024,CHOLAFIN,Cholamandalam Investment & Finance,Financial Services,Mid Cap,2.0
NIPPON_BANKING,INE918I01026,BAJAJFINSV,Bajaj Finserv Ltd,Financial Services,Large Cap,1.6
NIPPON_BANKING,INE769G01020,CREDITACC,CreditAccess Grameen Ltd,Financial Services,Small Cap,1.2
NIPPON_BANKING,INE477A01020,CANFINHOME,Can Fin Homes Ltd,Financial Services,Small Cap,0.8
ICICI_INFRA,INE018A01030,LT,Larsen & Toubro Ltd,Capital Goods,Large Cap,16.4
ICICI_INFRA,INE742F01042,ADANIPORTS,Adani Ports and SEZ Ltd,Services / Infrastructure,Large Cap,12.2
ICICI_INFRA,INE752E01010,POWERGRID,Power Grid Corporation of India Ltd,Power / Utilities,Large Cap,10.8
ICICI_INFRA,INE733E01010,NTPC,NTPC Ltd,Power / Utilities,Large Cap,9.6
ICICI_INFRA,INE522F01014,COALINDIA,Coal India Ltd,Metals & Mining,Large Cap,8.2
ICICI_INFRA,INE111A01025,CONCOR,Container Corporation of India Ltd,Services / Logistics,Mid Cap,6.8
ICICI_INFRA,INE455K01017,POLYCAB,Polycab India Ltd,Capital Goods,Mid Cap,5.4
ICICI_INFRA,INE702C01027,APLAPOLLO,APL Apollo Tubes Ltd,Metals & Mining,Mid Cap,4.8
ICICI_INFRA,INE205B01023,ELECON,Elecon Engineering Company Ltd,Capital Goods,Small Cap,4.2
ICICI_INFRA,INE019A01038,JSWSTEEL,JSW Steel Ltd,Metals & Mining,Large Cap,3.6
ICICI_INFRA,INE038A01020,HINDALCO,Hindalco Industries Ltd,Metals & Mining,Large Cap,3.0
ICICI_INFRA,INE081A01020,TATASTEEL,Tata Steel Ltd,Metals & Mining,Large Cap,2.4
ICICI_INFRA,INE578A01017,SUPREMEIND,Supreme Industries Ltd,Capital Goods,Mid Cap,2.0
ICICI_INFRA,INE372A01015,APARINDS,Apar Industries Ltd,Capital Goods,Small Cap,1.6
ICICI_INFRA,INE163B01018,PRAJIND,Praj Industries Ltd,Capital Goods / Energy,Small Cap,1.2
QUANT_PSU,INE213A01029,ONGC,Oil & Natural Gas Corporation Ltd,Energy / Oil & Gas,Large Cap,18.4
QUANT_PSU,INE522F01014,COALINDIA,Coal India Ltd,Metals & Mining,Large Cap,15.8
QUANT_PSU,INE733E01010,NTPC,NTPC Ltd,Power / Utilities,Large Cap,13.2
QUANT_PSU,INE752E01010,POWERGRID,Power Grid Corporation of India Ltd,Power / Utilities,Large Cap,11.6
QUANT_PSU,INE062A01020,SBIN,State Bank of India,Financial Services,Large Cap,10.0
QUANT_PSU,INE029A01011,BPCL,Bharat Petroleum Corporation Ltd,Energy / Oil & Gas,Large Cap,8.4
QUANT_PSU,INE111A01025,CONCOR,Container Corporation of India Ltd,Services / Logistics,Mid Cap,6.8
QUANT_PSU,INE742F01042,ADANIPORTS,Adani Ports and SEZ Ltd,Services / Infrastructure,Large Cap,5.2
QUANT_PSU,INE018A01030,LT,Larsen & Toubro Ltd,Capital Goods,Large Cap,4.6
